MsgID.GLOBAL_POSITION,0.0000000,-122.3957526,37.7932827,0.1320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,16.6020000,0.1348213,-0.0646398,-0.1321638
MsgID.LOCAL_VELOCITY,16.6020000,-0.0000010,0.0000011,-0.0000345
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932835,0.1000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,16.8520000,0.2271386,0.0232666,-0.1007395
MsgID.LOCAL_VELOCITY,16.8520000,-0.0000135,0.0000035,0.0000065
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932835,0.1000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,17.1020000,0.2271386,0.0232666,-0.1007395
MsgID.LOCAL_VELOCITY,17.1020000,-0.0000135,0.0000035,0.0000065
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932819,0.0710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,17.3520000,0.0484089,0.1355115,-0.0715870
MsgID.LOCAL_VELOCITY,17.3520000,0.0002735,0.0006967,0.0140980
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932822,0.0800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0200000
MsgID.LOCAL_POSITION,17.6020000,0.0819882,-0.0132619,-0.0807770
MsgID.LOCAL_VELOCITY,17.6020000,0.0008373,0.0014498,-0.0239554
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932823,0.1030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,17.8520000,0.0856876,0.1308860,-0.1030968
MsgID.LOCAL_VELOCITY,17.8520000,-0.0000039,0.0000119,0.0000097
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957496,37.7932823,0.1330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.1020000,0.0856876,0.2074303,-0.1335861
MsgID.LOCAL_VELOCITY,18.1020000,0.0000026,0.0000042,-0.0000260
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932823,0.1680000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.3520000,0.0856618,-0.0131274,-0.1689147
MsgID.LOCAL_VELOCITY,18.3520000,-0.0000003,-0.0000142,0.0000543
MsgID.GLOBAL_POSITION,0.0000000,-122.3957510,37.7932823,0.1940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.6020000,0.0862309,0.0758759,-0.1949006
MsgID.LOCAL_VELOCITY,18.6020000,0.0000100,-0.0000002,-0.0000046
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932819,0.2120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,18.8520000,0.0471995,0.1140497,-0.2120386
MsgID.LOCAL_VELOCITY,18.8520000,0.0000057,0.0000015,-0.0000100
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932817,0.2130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.1030000,0.0238065,0.0552109,-0.2137114
MsgID.LOCAL_VELOCITY,19.1030000,-0.0000033,0.0000192,-0.0000495
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932822,0.2000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.3530000,0.0777908,0.0359946,-0.2005700
MsgID.LOCAL_VELOCITY,19.3530000,-0.0000020,0.0000088,0.0000296
MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932813,0.1780000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.6030000,-0.0245834,0.1564973,-0.1781134
MsgID.LOCAL_VELOCITY,19.6030000,-0.0000018,0.0000036,0.0000300
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932808,0.1450000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,19.8530000,-0.0744738,0.2237698,-0.1451756
MsgID.LOCAL_VELOCITY,19.8530000,0.0000014,0.0000070,-0.0000412
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932811,0.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.1030000,-0.0403771,0.1065578,-0.1150762
MsgID.LOCAL_VELOCITY,20.1030000,0.0000156,-0.0000100,0.0000054
MsgID.GLOBAL_POSITION,0.0000000,-122.3957491,37.7932831,0.0860000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.3530000,0.1818725,0.2449108,-0.0860081
MsgID.LOCAL_VELOCITY,20.3530000,0.0000138,-0.0000024,0.0000328
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932837,0.0690000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,20.6030000,0.2440705,0.0587603,-0.0698966
MsgID.LOCAL_VELOCITY,20.6030000,0.0000108,-0.0000076,0.0000208
